No.,Time,Source,Destination,Protocol,Length,TBP,Info
216200,633.7215190000001,192.168.0.1,192.168.0.2,TCP,60,0.0040130000001,5000  >  3158 [ACK] Seq=147 Ack=237 Win=6912 Len=0
231223,670.150951,192.168.0.1,192.168.0.2,SSDP,344,36.4294319999999,HTTP/1.1 200 OK 
232073,673.146066,192.168.0.1,192.168.0.2,SSDP,344,2.99511500000006,HTTP/1.1 200 OK 
232866,676.146812,192.168.0.1,192.168.0.2,SSDP,344,3.00074599999994,HTTP/1.1 200 OK 
235115,679.1531679999999,192.168.0.1,192.168.0.2,SSDP,344,3.00635599999998,HTTP/1.1 200 OK 
235641,682.154438,192.168.0.1,192.168.0.2,SSDP,344,3.00127000000009,HTTP/1.1 200 OK 
235781,682.818779,192.168.0.1,192.168.0.2,TCP,66,0.66434099999992,"5000  >  3166 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=16"
235785,682.821263,192.168.0.1,192.168.0.2,TCP,60,0.00248400000009,5000  >  3166 [ACK] Seq=1 Ack=313 Win=6912 Len=0
235786,682.821837,192.168.0.1,192.168.0.2,TCP,60,0.0005739999999199999,5000  >  3166 [ACK] Seq=1 Ack=938 Win=8176 Len=0
235843,682.982838,192.168.0.1,192.168.0.2,IPA,722,0.16100100000005999,unknown 0x54 
235846,682.984865,192.168.0.1,192.168.0.2,TCP,60,0.002027,"5000  >  3166 [FIN, ACK] Seq=669 Ack=938 Win=8176 Len=0"
235848,682.985505,192.168.0.1,192.168.0.2,TCP,60,0.00063999999998,5000  >  3166 [ACK] Seq=670 Ack=939 Win=8176 Len=0
235852,682.993889,192.168.0.1,192.168.0.2,TCP,66,0.00838399999998,"5000  >  3167 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=16"
235856,682.9964200000001,192.168.0.1,192.168.0.2,TCP,60,0.0025310000000900003,5000  >  3167 [ACK] Seq=1 Ack=313 Win=6912 Len=0
235859,682.996969,192.168.0.1,192.168.0.2,TCP,60,0.00054899999998,5000  >  3167 [ACK] Seq=1 Ack=938 Win=8176 Len=0
235876,683.1627950000001,192.168.0.1,192.168.0.2,IPA,722,0.16582600000004,unknown 0x54 
235877,683.1627950000001,192.168.0.1,192.168.0.2,TCP,60,0.0,"5000  >  3167 [FIN, ACK] Seq=669 Ack=938 Win=8176 Len=0"
235881,683.165515,192.168.0.1,192.168.0.2,TCP,60,0.00271999999995,5000  >  3167 [ACK] Seq=670 Ack=939 Win=8176 Len=0
235882,683.167503,192.168.0.1,192.168.0.2,SSDP,344,0.00198799999998,HTTP/1.1 200 OK 
235884,683.1767570000001,192.168.0.1,192.168.0.2,TCP,66,0.009254000000059999,"5000  >  3168 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=16"
235887,683.179162,192.168.0.1,192.168.0.2,TCP,60,0.00240499999995,5000  >  3168 [ACK] Seq=1 Ack=197 Win=6912 Len=0
235888,683.18033,192.168.0.1,192.168.0.2,IPA,1514,0.00116800000001,unknown 0x54 
235889,683.181162,192.168.0.1,192.168.0.2,IPA,1337,0.00083199999995,unknown 0x73 
235892,683.181437,192.168.0.1,192.168.0.2,TCP,60,0.00027499999999,"5000  >  3168 [FIN, ACK] Seq=2744 Ack=197 Win=6912 Len=0"
235894,683.183264,192.168.0.1,192.168.0.2,TCP,60,0.00182700000005,5000  >  3168 [ACK] Seq=2745 Ack=198 Win=6912 Len=0
236404,685.159006,192.168.0.1,192.168.0.2,SSDP,344,1.97574199999997,HTTP/1.1 200 OK 
236642,686.169954,192.168.0.1,192.168.0.2,SSDP,344,1.01094799999998,HTTP/1.1 200 OK 
239269,689.17756,192.168.0.1,192.168.0.2,SSDP,344,3.0076060000000093,HTTP/1.1 200 OK 
240279,692.786186,192.168.0.1,192.168.0.2,SSDP,272,3.60862600000007,HTTP/1.1 200 OK 
240281,692.793508,192.168.0.1,192.168.0.2,TCP,66,0.007321999999930001,"5000  >  3169 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=16"
240285,692.7967309999999,192.168.0.1,192.168.0.2,TCP,60,0.00322299999993,5000  >  3169 [ACK] Seq=1 Ack=74 Win=5840 Len=0
