ClientUsername,ClientIPAddress,ClientMACAddress,AssociationTime,APName,APMACAddress,SessionDuration,AvgSessionThroughputKbps,BytesSent,BytesReceived,DisassociationTime
006077,172.24.1.78,14:a3:64:37:d6:c1,Thu Dec 07 14:48:35 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,2 hrs 30 min 12 sec,7.7,2452126,6277689,Thu Dec 07 17:18:48 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Thu Dec 07 14:28:33 BRST 2017,P06-A01-AP1-ETGC,78:da:6e:e8:64:60,20 min 2 sec,3.9,209934,371546,Thu Dec 07 14:48:35 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Thu Dec 07 14:23:32 BRST 2017,P06-A01-AP1-Consema,78:da:6e:eb:a5:40,5 min 0 sec,2.6,27356,70306,Thu Dec 07 14:28:33 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Thu Dec 07 14:18:31 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Thu Dec 07 14:23:32 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Thu Dec 07 13:48:27 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,30 min 4 sec,81.6,559000,17832852,Thu Dec 07 14:18:31 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Thu Dec 07 11:48:14 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Thu Dec 07 11:53:14 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Thu Dec 07 10:18:04 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,1 hrs 30 min 10 sec,7.6,1714880,3425370,Thu Dec 07 11:48:14 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Thu Dec 07 10:13:03 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,8.6,163201,159176,Thu Dec 07 10:18:04 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Thu Dec 07 10:03:01 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,10 min 1 sec,20.2,143279,1374124,Thu Dec 07 10:13:03 BRST 2017
006077,172.21.1.173,14:a3:64:37:d6:c1,Thu Dec 07 09:53:00 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,5 min 0 sec,0,0,0,Thu Dec 07 09:58:01 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Thu Dec 07 07:27:41 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,2 hrs 25 min 19 sec,34.4,3394475,34052783,Thu Dec 07 09:53:00 BRST 2017
006077,172.23.1.176,d4:6a:6a:ef:ef:a1,Thu Dec 07 07:27:41 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,9 hrs 31 min 5 sec,85.8,96011671,267083019,Thu Dec 07 16:58:47 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Thu Dec 07 07:22:41 BRST 2017,P01-A05-AP2-SMA,78:da:6e:e8:65:d0,5 min 0 sec,8.5,131383,188726,Thu Dec 07 07:27:41 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Wed Dec 06 18:02:29 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Wed Dec 06 18:07:29 BRST 2017
006077,172.24.1.78,14:a3:64:37:d6:c1,Wed Dec 06 12:21:57 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,5 hrs 40 min 31 sec,24.7,7246573,55840194,Wed Dec 06 18:02:29 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Wed Dec 06 08:41:31 BRST 2017,P01-A01-AP1-Audit-Hall,78:da:6e:eb:b8:80,5 min 0 sec,0,0,0,Wed Dec 06 08:46:31 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Wed Dec 06 08:36:30 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,1134,1850,Wed Dec 06 08:41:31 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Wed Dec 06 07:31:22 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,1 hrs 5 min 7 sec,32.2,1820714,13920722,Wed Dec 06 08:36:30 BRST 2017
006077,172.23.1.176,d4:6a:6a:ef:ef:a1,Wed Dec 06 07:31:22 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,10 hrs 6 min 6 sec,82.5,60339198,308891057,Wed Dec 06 17:37:29 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Tue Dec 05 18:11:10 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Tue Dec 05 18:16:10 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Tue Dec 05 13:10:44 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,5 hrs 0 min 26 sec,7.7,5305067,12102483,Tue Dec 05 18:11:10 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Tue Dec 05 09:10:16 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,2 hrs 35 min 18 sec,29.4,2563377,28628016,Tue Dec 05 11:45:35 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Tue Dec 05 08:40:12 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,30 min 3 sec,21.2,203517,4569022,Tue Dec 05 09:10:16 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Tue Dec 05 08:35:12 BRST 2017,P01-A01-AP1-PC,18:9c:5d:44:77:c0,5 min 0 sec,69.7,392652,2226859,Tue Dec 05 08:40:12 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Tue Dec 05 08:20:10 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,15 min 1 sec,9.0,556001,463396,Tue Dec 05 08:35:12 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Tue Dec 05 07:55:07 BRST 2017,P01-A05-AP2-SMA,78:da:6e:e8:65:d0,25 min 2 sec,11.6,371390,1816613,Tue Dec 05 08:20:10 BRST 2017
006077,172.23.1.176,d4:6a:6a:ef:ef:a1,Tue Dec 05 06:50:01 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,11 hrs 11 min 8 sec,196.2,50565135,919175155,Tue Dec 05 18:01:10 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Tue Dec 05 06:45:01 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,1 hrs 10 min 5 sec,6.1,956393,2234779,Tue Dec 05 07:55:07 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Tue Dec 05 06:40:01 BRST 2017,P01-A05-AP2-SMA,78:da:6e:e8:65:d0,5 min 0 sec,1.9,13903,55699,Tue Dec 05 06:45:01 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Mon Dec 04 18:04:45 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Mon Dec 04 18:09:45 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Mon Dec 04 17:59:45 BRST 2017,P01-A01-AP1-Audit-Hall,78:da:6e:eb:b8:80,5 min 0 sec,0.9,14649,17478,Mon Dec 04 18:04:45 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Mon Dec 04 10:13:58 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,7 hrs 45 min 47 sec,11.4,5878981,33914548,Mon Dec 04 17:59:45 BRST 2017
006077,172.23.1.176,d4:6a:6a:ef:ef:a1,Mon Dec 04 08:58:47 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,8 hrs 55 min 57 sec,76.8,83087036,217192407,Mon Dec 04 17:54:45 BRST 2017
006077,172.23.1.176,d4:6a:6a:ef:ef:a1,Mon Dec 04 08:18:42 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,35 min 4 sec,481.8,6526323,120217958,Mon Dec 04 08:53:47 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Fri Dec 01 15:27:27 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,2 hrs 45 min 9 sec,29.5,2963898,33519378,Fri Dec 01 18:12:37 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Fri Dec 01 15:07:25 BRST 2017,P06-A01-AP1-ETGC,78:da:6e:e8:64:60,20 min 2 sec,1.1,55385,109231,Fri Dec 01 15:27:27 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Fri Dec 01 15:02:24 BRST 2017,P11-TER-AP1-EQQT,78:da:6e:eb:ae:90,5 min 0 sec,2.0,39233,34406,Fri Dec 01 15:07:25 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Fri Dec 01 13:32:12 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,1 hrs 30 min 12 sec,4.7,992729,2157564,Fri Dec 01 15:02:24 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Fri Dec 01 13:27:11 BRST 2017,P01-A01-AP1-Audit-Hall,78:da:6e:eb:b8:80,5 min 0 sec,3.4,24361,104284,Fri Dec 01 13:32:12 BRST 2017
006077,172.24.0.75,14:a3:64:37:d6:c1,Fri Dec 01 12:42:06 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,40 min 4 sec,41.1,502325,11838866,Fri Dec 01 13:22:10 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Thu Nov 30 10:45:34 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Thu Nov 30 10:50:34 BRST 2017
006077,172.23.1.205,c4:d9:87:3e:0d:8c,Thu Nov 30 07:45:11 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,1 days 5 hrs 21 min 57 sec,1.1,13344176,1220351,Fri Dec 01 13:07:08 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Thu Nov 30 06:55:06 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,3 hrs 50 min 27 sec,220.5,19743413,361471722,Thu Nov 30 10:45:34 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Thu Nov 30 06:50:06 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,7.8,141200,151352,Thu Nov 30 06:55:06 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 17:44:57 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,10 min 0 sec,0,0,0,Wed Nov 29 17:54:57 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 14:39:43 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,3 hrs 5 min 14 sec,17.3,4239141,19840540,Wed Nov 29 17:44:57 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 13:44:36 BRST 2017,P01-A07-AP1-Dir_C,18:9c:5d:44:ae:50,55 min 7 sec,7.2,859396,2134778,Wed Nov 29 14:39:43 BRST 2017
006077,172.23.1.205,c4:d9:87:3e:0d:8c,Wed Nov 29 13:44:36 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,17 hrs 20 min 30 sec,1.2,8218903,797747,Thu Nov 30 07:05:06 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 13:14:32 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,30 min 3 sec,46.5,1023746,9464562,Wed Nov 29 13:44:36 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 13:09:31 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,5.5,122017,83356,Wed Nov 29 13:14:32 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 07:23:50 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,4 hrs 0 min 30 sec,27.2,4359407,44622248,Wed Nov 29 11:24:21 BRST 2017
006077,172.23.1.205,c4:d9:87:3e:0d:8c,Wed Nov 29 00:23:40 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,15 min 0 sec,1.0,70533,5900,Wed Nov 29 00:38:40 BRST 2017
006077,172.21.1.173,14:a3:64:37:d6:c1,Tue Nov 28 18:23:26 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Tue Nov 28 18:28:26 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 28 13:07:51 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,5 hrs 15 min 35 sec,17.7,4452706,37343529,Tue Nov 28 18:23:26 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 28 11:22:40 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Tue Nov 28 11:27:40 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 28 11:17:40 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,2.7,43459,56956,Tue Nov 28 11:22:40 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 28 07:17:09 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,4 hrs 0 min 30 sec,26.2,3310159,43900884,Tue Nov 28 11:17:40 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 28 07:12:09 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,5.2,85488,108277,Tue Nov 28 07:17:09 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Mon Nov 27 16:46:57 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Mon Nov 27 16:51:57 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Mon Nov 27 12:36:29 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,4 hrs 10 min 27 sec,26.4,4228715,45432232,Mon Nov 27 16:46:57 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Mon Nov 27 11:06:19 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Mon Nov 27 11:11:19 BRST 2017
006077,172.23.1.205,c4:d9:87:3e:0d:8c,Mon Nov 27 07:35:52 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,3 hrs 25 min 26 sec,0.9,1224386,117362,Mon Nov 27 11:01:18 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Mon Nov 27 07:30:52 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,3 hrs 35 min 27 sec,7.6,3710880,8590791,Mon Nov 27 11:06:19 BRST 2017
006077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Nov 24 15:14:39 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,2 hrs 50 min 10 sec,2.3,2618556,128949,Fri Nov 24 18:04:50 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 24 13:04:23 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,5 hrs 10 min 26 sec,10.5,5855716,18584754,Fri Nov 24 18:14:50 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 24 12:59:22 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,8.9,125581,208085,Fri Nov 24 13:04:23 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 24 11:29:14 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,10 min 0 sec,0,0,0,Fri Nov 24 11:39:14 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 24 10:14:05 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,1 hrs 15 min 8 sec,5.7,1168151,2042571,Fri Nov 24 11:29:14 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 24 10:09:04 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,6.4,90916,150481,Fri Nov 24 10:14:05 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Thu Nov 23 13:03:05 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,6 hrs 50 min 28 sec,6.8,4979191,15930855,Thu Nov 23 19:53:34 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Thu Nov 23 12:58:05 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,5.2,73399,123828,Thu Nov 23 13:03:05 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 22 15:57:08 BRST 2017,P01-A05-AP2-SMA,78:da:6e:e8:65:d0,5 min 0 sec,0,0,0,Wed Nov 22 16:02:08 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 22 12:56:45 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,3 hrs 0 min 22 sec,6.1,2325276,5939003,Wed Nov 22 15:57:08 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 22 12:51:44 BRST 2017,P01-A05-AP2-SMA,78:da:6e:e8:65:d0,5 min 0 sec,3.9,55713,91943,Wed Nov 22 12:56:45 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 22 11:26:35 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Wed Nov 22 11:31:35 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 22 07:26:04 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,4 hrs 0 min 30 sec,17.5,4448009,27093109,Wed Nov 22 11:26:35 BRST 2017
006077,172.23.1.205,c4:d9:87:3e:0d:8c,Tue Nov 21 22:20:56 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,9 hrs 20 min 9 sec,1.9,7352790,342295,Wed Nov 22 07:41:05 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 21 17:55:53 BRST 2017,P01-A01-AP1-Audit-Hall,78:da:6e:eb:b8:80,5 min 0 sec,0,0,0,Tue Nov 21 18:00:53 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 21 17:50:53 BRST 2017,P01-A01-AP1-Audit-Hall,78:da:6e:eb:b8:80,5 min 0 sec,1.0,9598,26805,Tue Nov 21 17:55:53 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 21 17:45:53 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,206.5,229555,7517733,Tue Nov 21 17:50:53 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 21 13:45:30 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,4 hrs 0 min 22 sec,19.7,4006643,31559230,Tue Nov 21 17:45:53 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 21 13:40:30 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,39.2,909981,563108,Tue Nov 21 13:45:30 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 21 13:35:29 BRST 2017,P01-A01-AP1-Audit-Hall,78:da:6e:eb:b8:80,5 min 0 sec,4.6,93494,79968,Tue Nov 21 13:40:30 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 21 13:05:25 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,30 min 3 sec,3.7,281540,547178,Tue Nov 21 13:35:29 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 21 12:20:19 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,45 min 5 sec,2.3,266572,525890,Tue Nov 21 13:05:25 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 21 12:15:19 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,8.3,114072,198747,Tue Nov 21 12:20:19 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 21 10:50:09 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Tue Nov 21 10:55:10 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Tue Nov 21 07:19:41 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,3 hrs 30 min 28 sec,16.8,3979645,22474492,Tue Nov 21 10:50:09 BRST 2017
006077,172.21.1.173,14:a3:64:37:d6:c1,Mon Nov 20 10:59:27 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Mon Nov 20 11:04:27 BRST 2017
006077,172.23.1.205,c4:d9:87:3e:0d:8c,Mon Nov 20 07:44:26 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,1 hrs 25 min 0 sec,2.2,1236458,55538,Mon Nov 20 09:09:26 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Mon Nov 20 07:39:26 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,3 hrs 20 min 1 sec,11.3,3330695,13687866,Mon Nov 20 10:59:27 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 17 17:58:58 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,1 hrs 0 min 0 sec,10.2,836648,3765944,Fri Nov 17 18:58:58 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 17 17:53:57 BRST 2017,Sala_Cenarios_P01-A09-AP1,18:9c:5d:44:76:60,5 min 0 sec,14.8,269299,284734,Fri Nov 17 17:58:58 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 17 13:38:35 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,4 hrs 15 min 22 sec,0,0,0,Fri Nov 17 17:53:57 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 17 13:33:34 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,16.2,178274,430064,Fri Nov 17 13:38:35 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 17 11:48:22 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,6.1,27236,91239,Fri Nov 17 11:53:22 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 17 11:13:18 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,35 min 3 sec,9.1,455347,1947529,Fri Nov 17 11:48:22 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 17 10:53:16 BRST 2017,P01-A07-AP1-Dir_C,18:9c:5d:44:ae:50,20 min 2 sec,14.2,262691,1877540,Fri Nov 17 11:13:18 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Fri Nov 17 07:27:48 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,3 hrs 25 min 27 sec,17.8,2463244,25026043,Fri Nov 17 10:53:16 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Thu Nov 16 19:17:38 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Thu Nov 16 19:22:38 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Thu Nov 16 15:42:30 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,3 hrs 35 min 8 sec,59.9,4858498,91728819,Thu Nov 16 19:17:38 BRST 2017
006077,172.24.1.150,14:a3:64:37:d6:c1,Thu Nov 16 12:07:02 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,15 min 1 sec,5.4,129091,484940,Thu Nov 16 12:22:04 BRST 2017
