Grupo;Silhueta;DuracaodaSessao;Velocidademediadenavegacao
C2;0.599248;19552.0;39.9
C1;0.737135;301.0;9.8
C1;0.735098;2104.0;19.4
C1;0.737539;601.0;23.4
C1;0.711077;6314.0;7.5
C1;0.737112;300.0;20.1
C1;0.737141;300.0;0.0
C2;0.602712;65750.0;20.5
C1;0.688603;8408.0;24.8
C1;0.655007;10511.0;8.5
C1;0.737208;1202.0;57.0
C1;0.718222;5419.0;29.7
C1;0.73413;2402.0;28.5
C1;0.736693;1502.0;2.6
C1;0.72614;4207.0;19.1
C1;0.737144;301.0;0.0
C1;0.718268;5413.0;8.8
C1;0.737225;1203.0;3.8
C1;0.737135;301.0;9.5
C1;0.735975;1804.0;5.4
C1;0.737145;301.0;0.5
C2;0.590674;18941.0;63.5
C1;0.727804;3908.0;19.1
C1;0.73714;301.0;5.9
C1;0.737548;600.0;0.0
C1;0.718275;5412.0;5.3
C1;0.737141;300.0;0.0
C1;0.737549;601.0;3.5
C1;0.737145;301.0;1.5
C1;0.695875;7819.0;14.1
C2;0.628871;26756.0;52.1
C1;0.708387;6613.0;10.9
C1;0.737141;300.0;0.0
C1;0.655163;10503.0;8.9
C1;0.731928;3001.0;6.1
C1;0.737141;300.0;0.0
C1;0.737141;300.0;0.0
C1;0.562461;13860.0;10.7
C2;0.627615;36120.0;48.5
C1;0.737187;1200.0;90.0
C1;0.72618;4200.0;17.4
C1;0.665188;9956.0;21.9
C2;0.531517;16441.0;56.2
